id_usuario,timestamp,grupo,pagina,converteu
738189,2024-01-07 15:53:02.836289,controle,pagina_sem_cta,0
792608,2024-01-11 01:31:13.221518,tratamento,pagina_com_cta,0
819791,2024-01-21 04:57:38.608623,controle,pagina_sem_cta,0
836391,2024-01-14 22:06:22.568338,controle,pagina_sem_cta,0
923958,2024-01-02 22:27:30.392370,tratamento,pagina_com_cta,0
701936,2024-01-09 06:08:17.758250,controle,pagina_sem_cta,0
630374,2024-01-07 03:55:49.897243,controle,pagina_sem_cta,0
913777,2024-01-11 11:06:47.996648,controle,pagina_sem_cta,0
862691,2024-01-07 13:49:55.346219,tratamento,pagina_com_cta,1
939335,2024-01-23 02:10:08.201537,controle,pagina_sem_cta,0
697626,2024-01-13 19:37:54.366310,controle,pagina_sem_cta,0
911150,2024-01-08 04:11:03.999353,controle,pagina_sem_cta,0
900137,2024-01-08 12:34:19.678387,controle,pagina_sem_cta,0
897941,2024-01-05 01:22:02.341061,tratamento,pagina_com_cta,1
840818,2024-01-13 17:30:07.755412,tratamento,pagina_com_cta,0
908396,2024-01-15 13:38:15.142102,controle,pagina_sem_cta,0
716162,2024-01-20 13:23:57.095969,controle,pagina_sem_cta,1
633828,2024-01-13 13:01:51.817606,tratamento,pagina_com_cta,0
839629,2024-01-15 01:31:35.928411,controle,pagina_sem_cta,0
648580,2024-01-06 16:00:08.747153,tratamento,pagina_com_cta,0
859483,2024-01-06 10:51:09.570850,controle,pagina_sem_cta,1
636597,2024-01-13 13:18:17.998612,controle,pagina_sem_cta,0
656468,2024-01-18 07:13:29.805052,controle,pagina_sem_cta,1
724109,2024-01-19 15:40:41.197365,tratamento,pagina_com_cta,1
799741,2024-01-15 17:44:53.095058,tratamento,pagina_com_cta,0
755586,2024-01-10 18:15:11.894278,tratamento,pagina_com_cta,0
824645,2024-01-11 05:02:22.343273,controle,pagina_sem_cta,0
827170,2024-01-07 10:12:20.828410,controle,pagina_sem_cta,0
841403,2024-01-22 17:53:32.580395,controle,pagina_sem_cta,0
866989,2024-01-09 05:26:18.545489,controle,pagina_sem_cta,0
718691,2024-01-22 14:22:27.151128,controle,pagina_sem_cta,0
790624,2024-01-09 18:30:46.724452,controle,pagina_sem_cta,0
810175,2024-01-23 13:35:02.416770,tratamento,pagina_com_cta,0
720371,2024-01-11 23:54:47.570911,controle,pagina_sem_cta,0
786598,2024-01-17 07:41:06.211199,tratamento,pagina_com_cta,0
853881,2024-01-04 23:53:01.750197,tratamento,pagina_com_cta,0
807785,2024-01-17 05:54:12.353372,tratamento,pagina_com_cta,1
793245,2024-01-08 03:34:39.111786,tratamento,pagina_com_cta,0
631705,2024-01-05 23:12:23.036051,tratamento,pagina_com_cta,0
755245,2024-01-14 17:10:54.252501,controle,pagina_sem_cta,0
939188,2024-01-19 20:37:23.918970,tratamento,pagina_com_cta,1
817695,2024-01-02 14:27:16.119037,tratamento,pagina_com_cta,0
814201,2024-01-21 01:01:45.030428,tratamento,pagina_com_cta,0
668672,2024-01-08 11:07:37.301546,controle,pagina_sem_cta,0
883848,2024-01-06 21:19:14.869393,controle,pagina_sem_cta,0
817234,2024-01-16 10:40:45.866817,tratamento,pagina_com_cta,0
678020,2024-01-17 17:46:28.333330,controle,pagina_sem_cta,0
701757,2024-01-13 22:34:44.090204,controle,pagina_sem_cta,0
928902,2024-01-13 19:50:52.612378,tratamento,pagina_com_cta,0
699302,2024-01-10 04:54:02.841910,tratamento,pagina_com_cta,0
847598,2024-01-14 18:11:57.189832,tratamento,pagina_com_cta,0
810446,2024-01-16 18:59:10.325923,tratamento,pagina_com_cta,0
746573,2024-01-23 17:11:06.079911,controle,pagina_sem_cta,0
872680,2024-01-17 05:48:00.742736,controle,pagina_sem_cta,0
674349,2024-01-19 03:29:09.727566,controle,pagina_sem_cta,0
785566,2024-01-06 13:43:12.148289,tratamento,pagina_com_cta,0
773693,2024-01-23 18:05:45.167335,tratamento,pagina_com_cta,1
920783,2024-01-09 14:49:12.018870,tratamento,pagina_com_cta,0
649489,2024-01-19 14:00:33.976128,controle,pagina_sem_cta,0
769941,2024-01-19 10:39:48.828865,controle,pagina_sem_cta,0
670510,2024-01-23 18:14:03.254216,tratamento,pagina_com_cta,0
800450,2024-01-14 15:11:03.149331,tratamento,pagina_com_cta,0
900119,2024-01-15 10:57:56.949876,controle,pagina_sem_cta,0
786820,2024-01-20 20:37:19.467394,controle,pagina_sem_cta,0
882195,2024-01-12 16:21:33.536921,controle,pagina_sem_cta,0
746858,2024-01-20 09:44:48.534145,controle,pagina_sem_cta,1
733451,2024-01-07 16:08:54.815722,tratamento,pagina_com_cta,0
836142,2024-01-18 09:32:49.913290,controle,pagina_sem_cta,0
680519,2024-01-10 07:06:41.561122,controle,pagina_sem_cta,1
810338,2024-01-12 23:20:26.085000,controle,pagina_sem_cta,1
733976,2024-01-11 15:11:16.407599,tratamento,pagina_sem_cta,0
673630,2024-01-15 03:45:20.484373,controle,pagina_sem_cta,0
803931,2024-01-07 12:52:50.683005,tratamento,pagina_com_cta,0
740613,2024-01-04 13:42:04.808136,controle,pagina_sem_cta,0
945850,2024-01-19 16:27:40.981237,tratamento,pagina_com_cta,0
925680,2024-01-21 06:24:10.822902,tratamento,pagina_com_cta,0
704650,2024-01-04 19:10:52.655062,controle,pagina_sem_cta,0
731709,2024-01-15 10:43:30.375007,tratamento,pagina_com_cta,0
780678,2024-01-03 23:28:09.040018,tratamento,pagina_com_cta,0
662317,2024-01-13 15:17:13.065439,controle,pagina_sem_cta,0
881659,2024-01-20 01:07:32.959456,tratamento,pagina_com_cta,0
668166,2024-01-22 17:34:43.520897,tratamento,pagina_com_cta,0
921060,2024-01-18 14:38:55.802167,controle,pagina_sem_cta,0
662210,2024-01-08 04:17:28.613876,controle,pagina_sem_cta,1
767076,2024-01-16 18:15:40.582430,controle,pagina_sem_cta,0
861241,2024-01-16 07:29:31.485808,tratamento,pagina_com_cta,1
649981,2024-01-12 14:11:43.244243,tratamento,pagina_com_cta,1
899373,2024-01-08 01:26:49.237937,tratamento,pagina_com_cta,0
675886,2024-01-14 07:19:04.465123,tratamento,pagina_com_cta,0
849495,2024-01-22 06:38:28.288912,controle,pagina_sem_cta,0
888264,2024-01-14 17:32:27.116306,controle,pagina_sem_cta,0
853744,2024-01-07 17:26:40.733153,tratamento,pagina_com_cta,1
741507,2024-01-15 05:55:07.528377,controle,pagina_sem_cta,0
663896,2024-01-06 00:24:18.673082,controle,pagina_sem_cta,0
827988,2024-01-16 14:19:22.936217,tratamento,pagina_com_cta,0
775056,2024-01-19 18:34:14.861819,tratamento,pagina_com_cta,0
828709,2024-01-23 09:21:22.186159,controle,pagina_sem_cta,0
719330,2024-01-04 10:04:44.807523,controle,pagina_sem_cta,0
664992,2024-01-22 10:13:03.889757,controle,pagina_sem_cta,0
670052,2024-01-07 10:39:01.099851,tratamento,pagina_com_cta,0
730376,2024-01-11 20:42:26.166282,tratamento,pagina_com_cta,0
730619,2024-01-22 03:27:54.148363,tratamento,pagina_com_cta,0
784585,2024-01-10 06:30:02.876684,tratamento,pagina_com_cta,0
631523,2024-01-15 19:25:03.574845,tratamento,pagina_com_cta,0
768076,2024-01-18 05:14:38.871194,tratamento,pagina_com_cta,0
686390,2024-01-20 23:02:14.337976,tratamento,pagina_com_cta,0
784557,2024-01-04 10:39:41.450143,controle,pagina_sem_cta,0
801513,2024-01-13 09:20:15.078510,tratamento,pagina_com_cta,0
734839,2024-01-13 07:07:01.034545,tratamento,pagina_com_cta,0
917943,2024-01-07 02:44:46.713127,tratamento,pagina_com_cta,0
788526,2024-01-13 10:00:18.401488,tratamento,pagina_com_cta,0
787369,2024-01-17 02:21:41.802782,tratamento,pagina_com_cta,0
917603,2024-01-08 12:34:57.017073,controle,pagina_sem_cta,1
798838,2024-01-18 04:17:06.019144,tratamento,pagina_com_cta,0
839049,2024-01-17 08:20:29.229066,controle,pagina_sem_cta,1
744355,2024-01-07 07:05:33.811062,tratamento,pagina_com_cta,0
797845,2024-01-23 09:17:01.135951,tratamento,pagina_com_cta,1
641359,2024-01-09 19:56:13.463340,tratamento,pagina_com_cta,0
908149,2024-01-02 15:36:49.134321,tratamento,pagina_com_cta,0
723386,2024-01-22 13:15:48.814149,tratamento,pagina_com_cta,1
764241,2024-01-05 23:46:12.586146,controle,pagina_sem_cta,1
724157,2024-01-10 11:15:24.041401,tratamento,pagina_com_cta,0
714468,2024-01-24 08:54:11.835258,tratamento,pagina_com_cta,0
645900,2024-01-12 15:23:21.037047,controle,pagina_sem_cta,0
779644,2024-01-21 00:00:32.594487,tratamento,pagina_com_cta,0
873853,2024-01-08 16:35:29.638450,controle,pagina_sem_cta,0
678446,2024-01-04 04:26:27.629736,tratamento,pagina_com_cta,0
736807,2024-01-20 19:12:24.514748,controle,pagina_sem_cta,1
767989,2024-01-03 09:26:05.409478,tratamento,pagina_com_cta,0
860788,2024-01-06 02:14:19.682779,tratamento,pagina_com_cta,0
790494,2024-01-06 11:34:11.815339,tratamento,pagina_com_cta,0
897464,2024-01-06 21:54:30.441235,tratamento,pagina_com_cta,0
701308,2024-01-13 05:43:39.503593,tratamento,pagina_com_cta,0
753749,2024-01-06 01:30:10.493842,tratamento,pagina_com_cta,0
900536,2024-01-05 21:11:30.892543,tratamento,pagina_com_cta,0
844006,2024-01-19 06:19:58.963503,controle,pagina_sem_cta,0
827871,2024-01-06 23:06:18.363087,tratamento,pagina_com_cta,1
690462,2024-01-07 05:01:19.176018,tratamento,pagina_com_cta,0
857184,2024-01-20 07:34:59.832626,controle,pagina_com_cta,0
799446,2024-01-12 02:22:25.076671,tratamento,pagina_com_cta,0
926034,2024-01-13 04:02:24.243699,tratamento,pagina_com_cta,0
862270,2024-01-12 01:37:48.044451,tratamento,pagina_com_cta,0
731890,2024-01-08 14:38:26.851362,controle,pagina_sem_cta,0
674218,2024-01-23 07:48:42.837585,tratamento,pagina_com_cta,0
754809,2024-01-11 17:16:40.824315,controle,pagina_sem_cta,0
888567,2024-01-09 14:08:12.986751,controle,pagina_sem_cta,0
736792,2024-01-23 19:55:15.724322,controle,pagina_sem_cta,0
868101,2024-01-20 04:46:51.983866,controle,pagina_sem_cta,0
655065,2024-01-21 15:49:28.346830,controle,pagina_sem_cta,0
903822,2024-01-13 11:52:24.251310,controle,pagina_sem_cta,0
848505,2024-01-15 17:08:19.503827,tratamento,pagina_com_cta,0
695154,2024-01-22 05:12:30.775697,controle,pagina_sem_cta,0
660003,2024-01-04 18:55:35.945300,controle,pagina_sem_cta,0
844932,2024-01-17 03:47:26.110185,controle,pagina_sem_cta,0
733359,2024-01-12 11:24:33.183928,controle,pagina_sem_cta,0
920908,2024-01-15 21:22:18.763101,controle,pagina_sem_cta,1
775945,2024-01-09 19:17:54.608343,tratamento,pagina_com_cta,0
686623,2024-01-09 14:26:40.734775,controle,pagina_com_cta,0
726159,2024-01-23 08:16:17.577562,tratamento,pagina_com_cta,0
666345,2024-01-13 12:08:33.013231,controle,pagina_sem_cta,0
942535,2024-01-13 05:54:42.690485,controle,pagina_sem_cta,0
839955,2024-01-03 00:19:01.517248,controle,pagina_sem_cta,0
818393,2024-01-19 00:38:06.032024,tratamento,pagina_com_cta,0
918711,2024-01-20 12:03:28.388467,controle,pagina_sem_cta,0
655398,2024-01-13 06:53:13.390897,controle,pagina_sem_cta,0
873657,2024-01-15 22:35:56.065012,controle,pagina_sem_cta,0
785130,2024-01-13 07:08:09.836697,tratamento,pagina_com_cta,0
875054,2024-01-22 22:39:00.833792,tratamento,pagina_com_cta,0
839187,2024-01-06 07:25:26.781052,controle,pagina_sem_cta,0
757156,2024-01-17 06:54:43.359136,tratamento,pagina_com_cta,0
671329,2024-01-07 06:27:28.584694,controle,pagina_sem_cta,0
919729,2024-01-20 08:48:05.801912,controle,pagina_sem_cta,0
751936,2024-01-10 10:08:37.736962,controle,pagina_sem_cta,0
757090,2024-01-15 18:43:23.088897,controle,pagina_sem_cta,0
685788,2024-01-05 13:37:41.761597,controle,pagina_sem_cta,0
693328,2024-01-13 04:14:21.818892,controle,pagina_sem_cta,0
917567,2024-01-05 19:46:04.584005,controle,pagina_sem_cta,0
792577,2024-01-07 01:57:04.651722,tratamento,pagina_com_cta,1
647872,2024-01-23 10:45:33.588479,tratamento,pagina_com_cta,1
935625,2024-01-11 15:29:52.679927,tratamento,pagina_com_cta,0
756055,2024-01-16 11:30:44.241586,controle,pagina_sem_cta,0
804331,2024-01-14 02:57:46.226510,tratamento,pagina_com_cta,0
716968,2024-01-10 02:26:00.948029,tratamento,pagina_com_cta,0
876541,2024-01-07 02:26:53.068863,controle,pagina_sem_cta,0
724603,2024-01-14 04:53:30.912004,controle,pagina_sem_cta,0
817110,2024-01-11 00:33:06.846982,controle,pagina_sem_cta,1
698765,2024-01-14 20:45:08.497016,controle,pagina_sem_cta,0
856078,2024-01-12 12:29:30.354835,controle,pagina_com_cta,0
648312,2024-01-18 09:58:45.342868,controle,pagina_sem_cta,1
826183,2024-01-14 11:08:01.726187,controle,pagina_sem_cta,0
757878,2024-01-23 22:01:31.530927,controle,pagina_sem_cta,1
678179,2024-01-08 21:22:12.333334,tratamento,pagina_com_cta,0
646145,2024-01-19 12:36:58.481518,tratamento,pagina_com_cta,0
651226,2024-01-07 04:20:41.026024,tratamento,pagina_com_cta,0
822861,2024-01-10 06:10:30.675149,tratamento,pagina_com_cta,0
930106,2024-01-09 05:22:43.766420,controle,pagina_sem_cta,0
718282,2024-01-07 10:11:19.021643,controle,pagina_sem_cta,0
730749,2024-01-15 07:32:37.934881,controle,pagina_sem_cta,0
941594,2024-01-15 09:09:25.068654,controle,pagina_sem_cta,0
675431,2024-01-07 19:28:08.694474,tratamento,pagina_com_cta,0
682689,2024-01-04 04:59:43.950584,tratamento,pagina_com_cta,0
848404,2024-01-09 10:44:20.557914,tratamento,pagina_com_cta,0
668246,2024-01-03 05:04:02.335389,controle,pagina_sem_cta,1
763692,2024-01-21 09:10:43.526219,tratamento,pagina_com_cta,0
679452,2024-01-19 10:32:38.815073,controle,pagina_sem_cta,0
786347,2024-01-15 02:08:41.452201,tratamento,pagina_com_cta,0
641598,2024-01-19 11:11:45.310927,controle,pagina_sem_cta,0
712462,2024-01-14 14:29:49.179068,tratamento,pagina_com_cta,0
689991,2024-01-19 12:33:28.343156,tratamento,pagina_com_cta,1
884576,2024-01-18 11:36:13.885837,controle,pagina_sem_cta,0
703625,2024-01-24 08:52:07.231449,controle,pagina_sem_cta,0
779677,2024-01-14 12:36:55.879113,controle,pagina_sem_cta,0
933255,2024-01-14 02:53:45.359764,controle,pagina_sem_cta,0
808004,2024-01-10 15:45:10.577418,controle,pagina_sem_cta,0
828056,2024-01-05 23:25:11.841719,controle,pagina_sem_cta,0
915326,2024-01-24 10:08:30.852573,tratamento,pagina_com_cta,1
823519,2024-01-19 18:30:53.217362,tratamento,pagina_com_cta,0
786185,2024-01-11 12:19:34.934531,tratamento,pagina_com_cta,0
931120,2024-01-06 22:03:23.128411,controle,pagina_sem_cta,1
767880,2024-01-02 19:53:18.367635,tratamento,pagina_com_cta,0
829119,2024-01-03 12:57:50.205882,tratamento,pagina_com_cta,0
733432,2024-01-20 21:55:26.787678,controle,pagina_sem_cta,0
851848,2024-01-09 17:02:03.111023,controle,pagina_sem_cta,1
836662,2024-01-18 11:41:12.308435,controle,pagina_sem_cta,0
770453,2024-01-04 01:15:37.607800,controle,pagina_sem_cta,0
676481,2024-01-23 14:19:12.521350,controle,pagina_sem_cta,1
695994,2024-01-23 09:54:36.241724,controle,pagina_sem_cta,0
690689,2024-01-13 23:43:59.582684,controle,pagina_sem_cta,0
717394,2024-01-10 04:48:04.383699,controle,pagina_sem_cta,0
863758,2024-01-12 02:05:19.724196,tratamento,pagina_com_cta,0
658191,2024-01-18 10:15:06.617374,tratamento,pagina_com_cta,0
681900,2024-01-07 19:54:40.555059,controle,pagina_sem_cta,0
842305,2024-01-10 09:59:03.852152,controle,pagina_sem_cta,0
901538,2024-01-22 02:41:39.952336,tratamento,pagina_com_cta,0
